Start profiling...
multiconv2d_handin.py:23: UserWarning: torch.range is deprecated and will be removed in a future release because its behavior is inconsistent with Python's range builtin. Instead, use torch.arange, which produces values in [start, end).
  channel0_y=torch.range(y_min,y_max).cuda(0)
multiconv2d_handin.py:25: UserWarning: torch.range is deprecated and will be removed in a future release because its behavior is inconsistent with Python's range builtin. Instead, use torch.arange, which produces values in [start, end).
  channel0_x=torch.range(x_min,x_max).cuda(0)
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                             Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg    # of Calls  
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
Train Epoch: 2 [33280/60000 (55%)]	Loss: 0.263873
Train Epoch: 2 [33920/60000 (57%)]	Loss: 0.221523
Train Epoch: 2 [34560/60000 (58%)]	Loss: 0.384765
Train Epoch: 2 [35200/60000 (59%)]	Loss: 0.499520
Train Epoch: 2 [35840/60000 (60%)]	Loss: 0.342252
Train Epoch: 2 [36480/60000 (61%)]	Loss: 0.181749
Train Epoch: 2 [37120/60000 (62%)]	Loss: 0.301544
Train Epoch: 2 [37760/60000 (63%)]	Loss: 0.504454
Train Epoch: 2 [38400/60000 (64%)]	Loss: 0.377611
Train Epoch: 2 [39040/60000 (65%)]	Loss: 0.152094
Train Epoch: 2 [39680/60000 (66%)]	Loss: 0.149367
Train Epoch: 2 [40320/60000 (67%)]	Loss: 0.583006
Train Epoch: 2 [40960/60000 (68%)]	Loss: 0.279313
Train Epoch: 2 [41600/60000 (69%)]	Loss: 0.212904
Train Epoch: 2 [42240/60000 (70%)]	Loss: 0.337778
Train Epoch: 2 [42880/60000 (71%)]	Loss: 0.218198
Train Epoch: 2 [43520/60000 (72%)]	Loss: 0.210406
Train Epoch: 2 [44160/60000 (74%)]	Loss: 0.168154
Train Epoch: 2 [44800/60000 (75%)]	Loss: 0.312118
Train Epoch: 2 [45440/60000 (76%)]	Loss: 0.358030
Train Epoch: 2 [46080/60000 (77%)]	Loss: 0.220026
Train Epoch: 2 [46720/60000 (78%)]	Loss: 0.157084
Train Epoch: 2 [47360/60000 (79%)]	Loss: 0.487919
Train Epoch: 2 [48000/60000 (80%)]	Loss: 0.250564
Train Epoch: 2 [48640/60000 (81%)]	Loss: 0.324421
Train Epoch: 2 [49280/60000 (82%)]	Loss: 0.099259
Train Epoch: 2 [49920/60000 (83%)]	Loss: 0.187208
Train Epoch: 2 [50560/60000 (84%)]	Loss: 0.172406
Train Epoch: 2 [51200/60000 (85%)]	Loss: 0.236956
Train Epoch: 2 [51840/60000 (86%)]	Loss: 0.260932
Train Epoch: 2 [52480/60000 (87%)]	Loss: 0.127925
Train Epoch: 2 [53120/60000 (88%)]	Loss: 0.075455
Train Epoch: 2 [53760/60000 (90%)]	Loss: 0.258956
Train Epoch: 2 [54400/60000 (91%)]	Loss: 0.334174
Train Epoch: 2 [55040/60000 (92%)]	Loss: 0.186543
Train Epoch: 2 [55680/60000 (93%)]	Loss: 0.113925
Train Epoch: 2 [56320/60000 (94%)]	Loss: 0.157866
Train Epoch: 2 [56960/60000 (95%)]	Loss: 0.343123
Train Epoch: 2 [57600/60000 (96%)]	Loss: 0.314941
Train Epoch: 2 [58240/60000 (97%)]	Loss: 0.225422
Train Epoch: 2 [58880/60000 (98%)]	Loss: 0.208758
Train Epoch: 2 [59520/60000 (99%)]	Loss: 0.225246
8.12088918685913

Test set: Average loss: 0.1587, Accuracy: 9527/10000 (95%)

1.2655351161956787
Train Epoch: 3 [0/60000 (0%)]	Loss: 0.206006
Train Epoch: 3 [640/60000 (1%)]	Loss: 0.193507
Train Epoch: 3 [1280/60000 (2%)]	Loss: 0.164012
Train Epoch: 3 [1920/60000 (3%)]	Loss: 0.113216
Train Epoch: 3 [2560/60000 (4%)]	Loss: 0.139484
Train Epoch: 3 [3200/60000 (5%)]	Loss: 0.153681
Train Epoch: 3 [3840/60000 (6%)]	Loss: 0.314916
Train Epoch: 3 [4480/60000 (7%)]	Loss: 0.225011
Train Epoch: 3 [5120/60000 (9%)]	Loss: 0.240507
Train Epoch: 3 [5760/60000 (10%)]	Loss: 0.359909
Train Epoch: 3 [6400/60000 (11%)]	Loss: 0.325414
Train Epoch: 3 [7040/60000 (12%)]	Loss: 0.313732
Train Epoch: 3 [7680/60000 (13%)]	Loss: 0.197586
Train Epoch: 3 [8320/60000 (14%)]	Loss: 0.244276
Train Epoch: 3 [8960/60000 (15%)]	Loss: 0.224557
Train Epoch: 3 [9600/60000 (16%)]	Loss: 0.381277
Train Epoch: 3 [10240/60000 (17%)]	Loss: 0.242091
Train Epoch: 3 [10880/60000 (18%)]	Loss: 0.440636
Train Epoch: 3 [11520/60000 (19%)]	Loss: 0.275706
Train Epoch: 3 [12160/60000 (20%)]	Loss: 0.298882
Train Epoch: 3 [12800/60000 (21%)]	Loss: 0.300631
Train Epoch: 3 [13440/60000 (22%)]	Loss: 0.285109
Train Epoch: 3 [14080/60000 (23%)]	Loss: 0.266862
Train Epoch: 3 [14720/60000 (25%)]	Loss: 0.272503
Train Epoch: 3 [15360/60000 (26%)]	Loss: 0.139532
Train Epoch: 3 [16000/60000 (27%)]	Loss: 0.223254
Train Epoch: 3 [16640/60000 (28%)]	Loss: 0.228556
Train Epoch: 3 [17280/60000 (29%)]	Loss: 0.275427
Train Epoch: 3 [17920/60000 (30%)]	Loss: 0.205120
Train Epoch: 3 [18560/60000 (31%)]	Loss: 0.325431
Train Epoch: 3 [19200/60000 (32%)]	Loss: 0.256524
Train Epoch: 3 [19840/60000 (33%)]	Loss: 0.325159
Train Epoch: 3 [20480/60000 (34%)]	Loss: 0.115816
Train Epoch: 3 [21120/60000 (35%)]	Loss: 0.403772
Train Epoch: 3 [21760/60000 (36%)]	Loss: 0.267193
Train Epoch: 3 [22400/60000 (37%)]	Loss: 0.124891
Train Epoch: 3 [23040/60000 (38%)]	Loss: 0.212744
Train Epoch: 3 [23680/60000 (39%)]	Loss: 0.156886
Train Epoch: 3 [24320/60000 (41%)]	Loss: 0.271606
Train Epoch: 3 [24960/60000 (42%)]	Loss: 0.324421
Train Epoch: 3 [25600/60000 (43%)]	Loss: 0.339423
Train Epoch: 3 [26240/60000 (44%)]	Loss: 0.417646
Train Epoch: 3 [26880/60000 (45%)]	Loss: 0.139195
Train Epoch: 3 [27520/60000 (46%)]	Loss: 0.159192
Train Epoch: 3 [28160/60000 (47%)]	Loss: 0.181332
Train Epoch: 3 [28800/60000 (48%)]	Loss: 0.205059
Train Epoch: 3 [29440/60000 (49%)]	Loss: 0.102707
Train Epoch: 3 [30080/60000 (50%)]	Loss: 0.213475
Train Epoch: 3 [30720/60000 (51%)]	Loss: 0.125048
Train Epoch: 3 [31360/60000 (52%)]	Loss: 0.351331
Train Epoch: 3 [32000/60000 (53%)]	Loss: 0.238971
Train Epoch: 3 [32640/60000 (54%)]	Loss: 0.247812
Train Epoch: 3 [33280/60000 (55%)]	Loss: 0.180772
Train Epoch: 3 [33920/60000 (57%)]	Loss: 0.417673
Train Epoch: 3 [34560/60000 (58%)]	Loss: 0.319532
Train Epoch: 3 [35200/60000 (59%)]	Loss: 0.360221
Train Epoch: 3 [35840/60000 (60%)]	Loss: 0.281312
Train Epoch: 3 [36480/60000 (61%)]	Loss: 0.192303
Train Epoch: 3 [37120/60000 (62%)]	Loss: 0.137510
Train Epoch: 3 [37760/60000 (63%)]	Loss: 0.252759
Train Epoch: 3 [38400/60000 (64%)]	Loss: 0.507356
